order_id,customer_name,customer_email,city,category,product_name,unit_price,quantity,total_amount,discount_percent,final_amount,payment_method,order_status,order_date,order_month,order_quarter,order_year,is_returned,is_cancelled
ORD10044,Ross Williams,ywarren@example.org,Ahmedabad,Electronics,Smartphone,9910.75,3,29732.25,0.24,22596.51,Net Banking,Returned,2024-11-17,11,4,2024,1,0
ORD10045,Fernando Bates,hmartinez@example.com,Hyderabad,Electronics,Smartphone,77061.27,5,385306.35,0.24,292832.83,UPI,Delivered,2024-07-14,7,3,2024,0,0
ORD10046,Steven Strong,jessicamurphy@example.org,Kolkata,Home & Kitchen,Blender,5147.02,4,20588.08,0.21,16264.58,Credit Card,Delivered,2024-04-25,4,2,2024,0,0
ORD10047,Kristina Terry,ningram@example.org,Mumbai,Clothing,Jacket,1705.14,3,5115.42,0.04,4910.8,Debit Card,Delivered,2024-11-04,11,4,2024,0,0
ORD10048,Glenn Savage,jamesmedina@example.com,Chennai,Food & Beverage,Energy Drink,701.91,1,701.91,0.05,666.81,UPI,Cancelled,2024-12-08,12,4,2024,0,1
ORD10049,Katie Dougherty,ellen36@example.org,Jaipur,Books,Python Guide,481.22,1,481.22,0.1,433.1,Cash on Delivery,Delivered,2024-02-08,2,1,2024,0,0
ORD10050,Stephen Nicholson,lowevalerie@example.net,Bengaluru,Home & Kitchen,Toaster,9744.56,4,38978.24,0.14,33521.29,Credit Card,Returned,2024-11-25,11,4,2024,1,0
ORD10051,Javier Moore,melissa53@example.com,Kolkata,Books,Self Help Book,598.78,4,2395.12,0.22,1868.19,Cash on Delivery,Returned,2024-03-29,3,1,2024,1,0
ORD10052,Michael Kirk,hwillis@example.com,Mumbai,Home & Kitchen,Blender,9408.2,5,47041.0,0.07,43748.13,UPI,Delivered,2024-07-06,7,3,2024,0,0
ORD10053,Alan Neal,marywebb@example.com,Ahmedabad,Home & Kitchen,Air Fryer,5831.47,3,17494.41,0.27,12770.92,UPI,Cancelled,2024-07-04,7,3,2024,0,1
ORD10054,Renee Walker,bgarcia@example.org,Hyderabad,Books,Cook Book,922.44,4,3689.76,0.21,2914.91,UPI,Cancelled,2024-04-28,4,2,2024,0,1
ORD10055,Keith Kennedy,kellylynn@example.net,Surat,Electronics,Smartwatch,27976.09,2,55952.18,0.04,53714.09,Credit Card,Delivered,2024-10-11,10,4,2024,0,0
ORD10056,Damon Simpson,marksimon@example.net,Mumbai,Home & Kitchen,Air Fryer,2729.09,4,10916.36,0.18,8951.42,Debit Card,Returned,2024-02-11,2,1,2024,1,0
ORD10057,Jennifer Oconnor,rosariojimmy@example.org,Chennai,Books,Cook Book,641.47,3,1924.41,0.13,1674.24,Credit Card,Cancelled,2024-09-22,9,3,2024,0,1
ORD10058,Amy Lee,morarichard@example.org,Jaipur,Books,Python Guide,930.49,5,4652.45,0.19,3768.48,Net Banking,Delivered,2024-01-30,1,1,2024,0,0
ORD10059,Roberta Shields,lauren06@example.org,Chennai,Home & Kitchen,Coffee Maker,1933.24,1,1933.24,0.11,1720.58,Net Banking,Delivered,2024-11-28,11,4,2024,0,0
ORD10060,Christina Tapia,courtneyjohnson@example.net,Bengaluru,Home & Kitchen,Air Fryer,14411.99,3,43235.97,0.13,37615.29,Credit Card,Returned,2024-04-03,4,2,2024,1,0
ORD10061,Daniel Wilson,gregory18@example.org,Delhi,Home & Kitchen,Coffee Maker,13128.6,4,52514.4,0.12,46212.67,Net Banking,Delivered,2024-08-24,8,3,2024,0,0
ORD10062,David Mcguire,denise77@example.org,Mumbai,Electronics,Headphones,78049.99,1,78049.99,0.22,60878.99,Net Banking,Returned,2024-07-27,7,3,2024,1,0
ORD10063,Zachary Rowland,johnsonsamantha@example.net,Pune,Electronics,Smartphone,60000.55,1,60000.55,0.0,60000.55,UPI,Delivered,2024-09-10,9,3,2024,0,0
ORD10064,Cody Guerrero,brucefarmer@example.org,Pune,Food & Beverage,Cookies,618.41,2,1236.82,0.2,989.46,Net Banking,Delivered,2024-11-07,11,4,2024,0,0
ORD10065,Joanna Scott,jeffreydavis@example.net,Kolkata,Books,Self Help Book,122.9,1,122.9,0.06,115.53,Debit Card,Returned,2024-09-29,9,3,2024,1,0
ORD10066,Mitchell Hill,wardsarah@example.net,Pune,Clothing,Jeans,3335.67,2,6671.34,0.07,6204.35,UPI,Delivered,2024-10-17,10,4,2024,0,0
ORD10067,James Barnes,mccartyeric@example.com,Pune,Food & Beverage,Protein Bar,399.02,3,1197.06,0.29,849.91,Cash on Delivery,Delivered,2024-10-25,10,4,2024,0,0
ORD10068,Charlotte Miller,courtneyholloway@example.org,Pune,Home & Kitchen,Toaster,12665.17,1,12665.17,0.0,12665.17,Credit Card,Delivered,2024-02-23,2,1,2024,0,0
ORD10069,Susan Mcmillan,kharris@example.com,Bengaluru,Home & Kitchen,Toaster,4916.67,1,4916.67,0.21,3884.17,Debit Card,Cancelled,2024-07-01,7,3,2024,0,1
ORD10070,Deborah Cole,dklein@example.org,Kolkata,Food & Beverage,Coffee Beans,475.17,5,2375.85,0.18,1948.2,Debit Card,Delivered,2024-11-27,11,4,2024,0,0
ORD10071,David Monroe,christian62@example.net,Hyderabad,Clothing,Jacket,3137.26,3,9411.78,0.2,7529.42,UPI,Delivered,2024-09-30,9,3,2024,0,0
ORD10072,Samantha Morgan,gutierrezkatherine@example.com,Mumbai,Clothing,Dress,4477.8,3,13433.4,0.02,13164.73,Cash on Delivery,Delivered,2024-01-29,1,1,2024,0,0
ORD10073,Katherine Baker,melody12@example.com,Bengaluru,Books,Novel,589.32,3,1767.96,0.11,1573.48,Cash on Delivery,Delivered,2024-08-30,8,3,2024,0,0
ORD10074,Craig Castillo,kevin28@example.com,Ahmedabad,Home & Kitchen,Toaster,6572.8,5,32864.0,0.11,29248.96,Debit Card,Delivered,2024-08-23,8,3,2024,0,0
ORD10075,Shaun Silva,cynthia34@example.com,Mumbai,Food & Beverage,Energy Drink,690.08,1,690.08,0.0,690.08,Cash on Delivery,Cancelled,2024-04-06,4,2,2024,0,1
ORD10076,Charles Mack,qsimpson@example.com,Surat,Food & Beverage,Green Tea,452.63,3,1357.89,0.04,1303.57,Credit Card,Delivered,2024-02-20,2,1,2024,0,0
ORD10077,James Haney,wardbruce@example.org,Jaipur,Home & Kitchen,Air Fryer,1761.0,1,1761.0,0.15,1496.85,UPI,Returned,2024-10-06,10,4,2024,1,0
ORD10078,William Ortega,anngriffin@example.org,Jaipur,Electronics,Laptop,61517.23,4,246068.92,0.16,206697.89,Credit Card,Delivered,2024-07-20,7,3,2024,0,0
ORD10079,Kristen Griffith,bmoore@example.org,Delhi,Food & Beverage,Energy Drink,447.16,5,2235.8,0.08,2056.94,Net Banking,Cancelled,2024-02-03,2,1,2024,0,1
ORD10080,Tyler Myers,maryjackson@example.com,Mumbai,Clothing,Jeans,3556.79,3,10670.37,0.22,8322.89,Debit Card,Returned,2024-09-24,9,3,2024,1,0
ORD10081,Megan Conner,jillosborne@example.org,Jaipur,Electronics,Smartwatch,11502.69,2,23005.38,0.18,18864.41,Credit Card,Delivered,2024-02-05,2,1,2024,0,0
ORD10082,Lauren Fuller,shannon91@example.net,Delhi,Books,Self Help Book,987.33,1,987.33,0.1,888.6,Credit Card,Delivered,2024-12-23,12,4,2024,0,0
ORD10083,Virginia Hodges,zacharycampbell@example.com,Chennai,Clothing,Jeans,3393.54,2,6787.08,0.22,5293.92,Cash on Delivery,Delivered,2024-04-03,4,2,2024,0,0
ORD10084,Miss Melissa Smith,prattrhonda@example.net,Mumbai,Books,Self Help Book,217.74,5,1088.7,0.15,925.39,UPI,Cancelled,2024-07-08,7,3,2024,0,1
ORD10085,Anthony Woods,wrightsamantha@example.org,Jaipur,Home & Kitchen,Toaster,3888.34,4,15553.36,0.12,13686.96,Net Banking,Delivered,2024-09-12,9,3,2024,0,0
ORD10086,Omar Harris,harrissamantha@example.org,Ahmedabad,Books,Python Guide,820.58,3,2461.74,0.0,2461.74,UPI,Delivered,2024-12-24,12,4,2024,0,0
ORD10087,Wesley Carroll,hudsonkelsey@example.net,Delhi,Books,Self Help Book,746.26,4,2985.04,0.0,2985.04,Credit Card,Delivered,2024-08-12,8,3,2024,0,0
ORD10088,Mia Perez,krista72@example.org,Jaipur,Books,Data Science Handbook,254.89,5,1274.45,0.0,1274.45,Net Banking,Delivered,2024-03-17,3,1,2024,0,0
ORD10089,Lisa Gomez,melissawoods@example.com,Kolkata,Clothing,T-Shirt,2691.26,4,10765.04,0.2,8612.03,Net Banking,Delivered,2024-11-05,11,4,2024,0,0
ORD10090,Kelly Newman,scottsantana@example.org,Delhi,Food & Beverage,Green Tea,538.68,4,2154.72,0.13,1874.61,Debit Card,Delivered,2024-04-07,4,2,2024,0,0
ORD10091,Richard Davis,ygamble@example.com,Ahmedabad,Clothing,Sneakers,1014.77,3,3044.31,0.24,2313.68,Net Banking,Delivered,2024-01-19,1,1,2024,0,0
ORD10092,Michael Haley,patrickgomez@example.org,Bengaluru,Home & Kitchen,Air Fryer,7434.03,1,7434.03,0.25,5575.52,Cash on Delivery,Cancelled,2024-01-28,1,1,2024,0,1
ORD10093,Elizabeth Copeland,taylormatthew@example.net,Mumbai,Home & Kitchen,Knife Set,4346.2,2,8692.4,0.16,7301.62,Net Banking,Cancelled,2024-10-30,10,4,2024,0,1
ORD10094,Abigail Wilson,tbailey@example.com,Kolkata,Electronics,Smartphone,7892.23,4,31568.92,0.04,30306.16,Debit Card,Delivered,2024-01-09,1,1,2024,0,0
ORD10095,Brian Graham,nancy94@example.com,Jaipur,Food & Beverage,Coffee Beans,184.45,3,553.35,0.28,398.41,Credit Card,Delivered,2024-04-24,4,2,2024,0,0
ORD10096,Kevin Gregory,lwest@example.net,Hyderabad,Food & Beverage,Cookies,690.36,5,3451.8,0.23,2657.89,Credit Card,Delivered,2024-02-04,2,1,2024,0,0
ORD10097,Tyler Lewis,jeffrey86@example.com,Delhi,Books,Self Help Book,176.68,4,706.72,0.24,537.11,Net Banking,Delivered,2024-08-08,8,3,2024,0,0
ORD10098,Samantha Hines,alishawallace@example.net,Chennai,Electronics,Headphones,61870.66,3,185611.98,0.17,154057.94,Debit Card,Cancelled,2024-03-28,3,1,2024,0,1
ORD10099,David Stevens,lorismith@example.org,Mumbai,Books,Data Science Handbook,292.9,2,585.8,0.21,462.78,UPI,Delivered,2024-02-28,2,1,2024,0,0
ORD10100,Roberta Baker,twilson@example.net,Mumbai,Electronics,Smartwatch,55318.1,2,110636.2,0.14,95147.13,Net Banking,Delivered,2024-01-16,1,1,2024,0,0
ORD10101,Tracy Barajas,pamela11@example.org,Kolkata,Home & Kitchen,Air Fryer,8620.12,2,17240.24,0.23,13274.98,Cash on Delivery,Cancelled,2024-06-03,6,2,2024,0,1
ORD10102,Ms. Karen Smith DDS,ayalalinda@example.org,Kolkata,Food & Beverage,Cookies,618.04,5,3090.2,0.12,2719.38,Debit Card,Returned,2024-09-01,9,3,2024,1,0
ORD10103,Denise Johnson,raymond61@example.net,Mumbai,Electronics,Laptop,74366.81,1,74366.81,0.24,56518.78,Cash on Delivery,Cancelled,2024-10-07,10,4,2024,0,1
ORD10104,Michael Anderson,theresapatel@example.net,Jaipur,Books,Data Science Handbook,328.12,5,1640.6,0.3,1148.42,Debit Card,Delivered,2024-09-11,9,3,2024,0,0
ORD10105,Richard Jacobs,ryanjames@example.org,Jaipur,Clothing,Dress,1915.45,2,3830.9,0.14,3294.57,Credit Card,Cancelled,2024-10-19,10,4,2024,0,1
ORD10106,Joel Barajas,bentleylindsay@example.net,Surat,Books,Data Science Handbook,904.99,4,3619.96,0.12,3185.56,Debit Card,Returned,2024-09-14,9,3,2024,1,0
ORD10107,Matthew Conrad,ginadickerson@example.net,Jaipur,Books,Cook Book,852.53,1,852.53,0.12,750.23,Cash on Delivery,Delivered,2024-01-22,1,1,2024,0,0
ORD10108,Brittany Lewis,dillon86@example.org,Surat,Food & Beverage,Cookies,636.46,5,3182.3,0.01,3150.48,Credit Card,Delivered,2024-10-13,10,4,2024,0,0
ORD10109,Andrew Arnold,choward@example.org,Bengaluru,Books,Cook Book,607.94,1,607.94,0.22,474.19,UPI,Cancelled,2024-01-22,1,1,2024,0,1
ORD10110,Brett Miller MD,xjefferson@example.com,Ahmedabad,Electronics,Headphones,62179.64,4,248718.56,0.16,208923.59,Cash on Delivery,Delivered,2024-04-23,4,2,2024,0,0
ORD10111,John Collins,jaredparker@example.net,Surat,Books,Self Help Book,113.13,5,565.65,0.28,407.27,Net Banking,Delivered,2024-10-24,10,4,2024,0,0
ORD10112,Amber Williamson,margaret36@example.net,Bengaluru,Clothing,Jeans,3128.8,3,9386.4,0.11,8353.9,UPI,Returned,2024-07-25,7,3,2024,1,0
ORD10113,Jason Le,qhawkins@example.com,Mumbai,Home & Kitchen,Air Fryer,5496.51,4,21986.04,0.01,21766.18,Net Banking,Returned,2024-12-30,12,4,2024,1,0
ORD10114,Mark Barnes,ryansmith@example.com,Kolkata,Clothing,T-Shirt,501.14,1,501.14,0.17,415.95,Cash on Delivery,Delivered,2024-02-13,2,1,2024,0,0
ORD10115,Mr. Timothy Gregory,christinacarroll@example.net,Jaipur,Food & Beverage,Coffee Beans,265.03,4,1060.12,0.06,996.51,UPI,Delivered,2024-05-09,5,2,2024,0,0
ORD10116,James Li,paulmiddleton@example.net,Delhi,Electronics,Tablet,14488.86,2,28977.72,0.08,26659.5,Cash on Delivery,Delivered,2024-06-22,6,2,2024,0,0
ORD10117,Jesse Harris,seanturner@example.org,Kolkata,Clothing,T-Shirt,2136.05,1,2136.05,0.23,1644.76,Net Banking,Cancelled,2024-12-20,12,4,2024,0,1
ORD10118,Joshua Rodriguez,xromero@example.org,Bengaluru,Clothing,Jacket,4702.49,4,18809.96,0.0,18809.96,Cash on Delivery,Delivered,2024-10-28,10,4,2024,0,0
ORD10119,Tiffany Smith,xlambert@example.com,Chennai,Books,Cook Book,743.91,4,2975.64,0.27,2172.22,Credit Card,Delivered,2024-10-31,10,4,2024,0,0
ORD10120,Brian Taylor,yoderkenneth@example.com,Ahmedabad,Electronics,Tablet,33726.21,2,67452.42,0.26,49914.79,Credit Card,Delivered,2024-02-14,2,1,2024,0,0
ORD10121,Leah Leon,michaelcruz@example.net,Hyderabad,Electronics,Smartphone,61702.69,5,308513.45,0.23,237555.36,Cash on Delivery,Delivered,2024-04-26,4,2,2024,0,0
ORD10122,Jason Ferrell,dawnsmith@example.org,Pune,Books,Self Help Book,765.05,5,3825.25,0.25,2868.94,Net Banking,Delivered,2024-02-12,2,1,2024,0,0
ORD10123,Kayla Weaver,christine54@example.com,Hyderabad,Clothing,Jeans,2555.04,5,12775.2,0.1,11497.68,Cash on Delivery,Delivered,2024-01-07,1,1,2024,0,0
ORD10124,Anna Hines,huberkeith@example.org,Hyderabad,Clothing,Jeans,2440.35,3,7321.05,0.2,5856.84,UPI,Cancelled,2024-02-21,2,1,2024,0,1
ORD10125,Ronald Brown,karenlucas@example.com,Mumbai,Clothing,Jacket,3598.45,5,17992.25,0.04,17272.56,UPI,Delivered,2024-11-15,11,4,2024,0,0
ORD10126,Eduardo Smith,josephwalton@example.org,Delhi,Books,Novel,638.84,1,638.84,0.11,568.57,Net Banking,Cancelled,2024-03-24,3,1,2024,0,1
ORD10127,Jennifer Brown,allisonchung@example.com,Ahmedabad,Electronics,Smartwatch,46982.19,4,187928.76,0.16,157860.16,Net Banking,Delivered,2024-11-19,11,4,2024,0,0
ORD10128,John Ford,ronald72@example.com,Bengaluru,Food & Beverage,Cookies,181.9,3,545.7,0.06,512.96,Credit Card,Delivered,2024-07-07,7,3,2024,0,0
ORD10129,Sonya Castillo,brian79@example.com,Delhi,Home & Kitchen,Air Fryer,11610.08,4,46440.32,0.01,45975.92,Cash on Delivery,Delivered,2024-12-03,12,4,2024,0,0
ORD10130,Monica Mendoza,jonesmichael@example.net,Hyderabad,Electronics,Laptop,36215.5,3,108646.5,0.03,105387.1,Net Banking,Cancelled,2024-07-04,7,3,2024,0,1
ORD10131,Regina Martin,sheilawilliams@example.org,Jaipur,Home & Kitchen,Coffee Maker,3493.86,3,10481.58,0.28,7546.74,UPI,Delivered,2024-10-29,10,4,2024,0,0
ORD10132,Christina Aguilar,jonesallison@example.com,Bengaluru,Home & Kitchen,Air Fryer,10449.5,1,10449.5,0.26,7732.63,Cash on Delivery,Delivered,2024-05-10,5,2,2024,0,0
ORD10133,Michael Pollard,andreasoto@example.com,Mumbai,Clothing,Jacket,1585.0,5,7925.0,0.24,6023.0,UPI,Cancelled,2024-04-15,4,2,2024,0,1
ORD10134,Daniel Ruiz,sarahrodriguez@example.com,Hyderabad,Electronics,Smartphone,18648.57,3,55945.71,0.26,41399.83,Cash on Delivery,Cancelled,2024-10-11,10,4,2024,0,1
ORD10135,Christopher Barajas,tinaedwards@example.net,Delhi,Clothing,Dress,4846.65,2,9693.3,0.21,7657.71,Net Banking,Delivered,2024-03-24,3,1,2024,0,0
ORD10136,Kristina Richard,mortonrodney@example.com,Kolkata,Electronics,Laptop,77005.45,5,385027.25,0.11,342674.25,Debit Card,Delivered,2024-02-22,2,1,2024,0,0
ORD10137,Rachel Johnson,josephthornton@example.net,Hyderabad,Food & Beverage,Protein Bar,553.94,1,553.94,0.19,448.69,Net Banking,Delivered,2024-05-28,5,2,2024,0,0
ORD10138,Beth Stewart,samantha63@example.net,Jaipur,Books,Novel,805.91,1,805.91,0.18,660.85,Debit Card,Delivered,2024-09-14,9,3,2024,0,0
ORD10139,Thomas Johnson,meyerpenny@example.com,Delhi,Electronics,Tablet,48779.57,4,195118.28,0.15,165850.54,Credit Card,Delivered,2024-06-25,6,2,2024,0,0
ORD10140,Alexander Dickson,kelly90@example.org,Kolkata,Clothing,Sneakers,3207.29,3,9621.87,0.22,7505.06,UPI,Delivered,2024-12-29,12,4,2024,0,0
ORD10141,Joseph Moore,eric88@example.com,Pune,Food & Beverage,Green Tea,543.57,3,1630.71,0.07,1516.56,Cash on Delivery,Delivered,2024-11-06,11,4,2024,0,0
ORD10142,Heather Fuller,clarkjason@example.net,Bengaluru,Clothing,Dress,4886.35,3,14659.05,0.14,12606.78,Debit Card,Delivered,2024-11-19,11,4,2024,0,0
ORD10143,Angela Ford,thomasgood@example.com,Bengaluru,Books,Cook Book,765.32,2,1530.64,0.29,1086.75,Cash on Delivery,Cancelled,2024-09-14,9,3,2024,0,1
ORD10144,Susan Parker,parrishallison@example.org,Mumbai,Home & Kitchen,Blender,12568.66,2,25137.32,0.09,22874.96,UPI,Delivered,2024-04-03,4,2,2024,0,0
ORD10145,Nicole Gilbert,nicolestokes@example.net,Bengaluru,Food & Beverage,Protein Bar,524.56,1,524.56,0.15,445.88,Credit Card,Delivered,2024-12-23,12,4,2024,0,0
ORD10146,Bruce Wright,brent81@example.net,Ahmedabad,Books,Data Science Handbook,283.17,5,1415.85,0.13,1231.79,Debit Card,Delivered,2024-12-15,12,4,2024,0,0
ORD10147,Brian Jones,kennethwilliams@example.com,Mumbai,Books,Python Guide,981.63,1,981.63,0.15,834.39,Net Banking,Returned,2024-06-29,6,2,2024,1,0
ORD10148,Lori Davila,manuelperez@example.org,Delhi,Food & Beverage,Cookies,570.16,2,1140.32,0.28,821.03,UPI,Cancelled,2024-02-24,2,1,2024,0,1
ORD10149,Anne Washington,jgarcia@example.org,Chennai,Clothing,Sneakers,4333.38,2,8666.76,0.01,8580.09,Cash on Delivery,Delivered,2024-10-19,10,4,2024,0,0
